id;surtitre;titre
7173;BESSE J.-M., 2013;European Cities from a Bird’s-Eye View: the Case of Alfred Guesdon
7174;CLERC P., 2013;Savoirs géographiques et savoirs scolaires au regard de la question coloniale (1863-1914)
7175;CLERC P., 2015;Maurice Zimmermann (1869-1950) : les spatialités d'un géographe excentrique
7176;CLERC P., 2015;Maurice Zimmermann (1869-1950)
7177;CLERC P., 2015;Les Annales de Géographie (1895-1919) : une chronique de la colonisation en marche
7184;OLMEDO E., ROUX J.-M., 2015;Conceptualité et sensibilité dans la carte sensible. Concepts au prisme de l’épistémologie de la cartographie
7185;ORAIN O., 2016;Le rôle de la graphique dans la modélisation en géographie. Contribution à une histoire épistémologique de la modélisation des spatialités humaines
7186;PALSKY G., 2015;Nouvelles curiosités géographiques et 'cartes spéciales' à l'époque moderne
7187;PALSKY G., 2014;E o esplendor dos mapas. Littérature et imaginaire cartographique
7188;PALSKY G., 2013;Elisée Reclus et la cartographie de son temps
7189;CLERC P., ROBIC M.-C. , 2015;Introduction
7190;CLERC P., ROBIC M.-C. , 2015;Conclusion
7191;ROSEMBERG M., 2014;Le géographique de Texaco 
7192;ROSEMBERG M., 2014;Une exploration de la ville avec la littérature. Contribution méthodologique
7193;ROSEMBERG M., 2014;La géographie à la rencontre de la littérature
7194;ROSEMBERG M., 2012;L’Istanbul d’Ohran Pamuk : une expérience réflexive de la ville
7195;ROSEMBERG M., 2012;Conclusion
7196;VERDIER N., 2015;Géographie
7197;VERDIER N., 2015;Des cartes en situation d'incertitude : la controverse sur le Kamtchatka entre 1737 et 1738 comme révélateur d'une crise de la cartographie française
7198;VERDIER N., 2015;Estate maps in 18th century France: between representation of land rights the production of accurate maps
7199;VERDIER N., 2015;Néhány gondolat a fordításról a francia földrajztudományban a 18. századtól napjainkig (Quelques éléments de réflexion sur la traduction dans la Géographie française du XVIIIe à nos jours)
7200;ROBERT S., VERDIER N. , 2014;Introduction générale
7201;VERDIER N., ROBERT S., 2014;Synthèse
7202;ROBERT S, VERDIER N. , 2014;Conclusion générale et perspectives
7203;BEZES B., VERDIER N., ROBERT S., 2014;La représentation des routes sur les cartes anciennes
7204;BANOS A., CAILLOU P., GAUDOU N., MARILLEAU N., 2015;Systematic exploration of agent based models
7205;BANOS A., BECK E., GLATRON S., MUDU P., 2014;The role of space time activity patterns in the exposure assessment of residents
7206;BANOS A., 2015;The city, a complex system? The new challenges of urban modelling
7207;BERNADOU D., 2015;Les enjeux de la construction d’une ville métropolitaine dans une région polycentrique: le cas de Bologne
7208;BRETAGNOLLE A., 2015;City-systems and maritime transport in the long-term
7209;BRETAGNOLLE A., MATHIAN H., 2014;Représenter et modéliser un système de villes dans le temps long : une approche ontologique
7210;BRETAGNOLLE A., VERDIER N., 2014;Les routes de la poste à cheval, de 1632 à 1833 
7211;CATTAN N. , 2012;Centre-périphérie
7212;CATTAN N. , 2012;Flux
7213;CATTAN N. , 2012;Transport et échange
7214;CATTAN N., 2014;Les transterritoires des employées de maison sri-lankaises à Beyrouth
7215;CATTAN N., 2013;Le Grand Paris des échanges
7216;BEAUGUITTE L., BUARD E., COMMENGES H., CURA R., LE NECHET F., LE TEXIER M., MATHIAN H., REY S., 2014;R et espace. Traitement de l’information géographique
7217;DELAVILLE D., MARIOLLE B., 2015;La densification à l’horizontale
7218;DUCRUET C., 2015;Asian cities in the global maritime network since the late nineteenth century
7219;FLEURY A., FROMENT-MEURICE M., 2014;Embellir et dissuader, les politiques d’espaces publics à Paris
7220;FLEURY A., 2014;Espace public urbain
7221;DELAGE M., FLEURY A., LECOMTE C., 2015;Le commerce à Paris entre centralités ordinaires et centralités métropolitaines
7222;LE GOIX R., 2013;Gated Communities
7223;DUCRUET C., HAULE S., AIT-MOHAND L., MARNOT B., KOSOWSKA-STAMIROWSKA Z., DIDIER L., COCHE M., 2015;Maritime shifts in the contemporary world economy: evidence from the Lloyd’s List corpus
7224;DUCRUET C., CUYALA S., EL HOSNI A., KOSOWSKA-STAMIROWSKA Z., 2015;Co-evolutionary dynamics of ports and cities in the global maritime network, 1950-1990
7226;FINANCE O., 2015;Attractivité et dépendance : intégration des villes françaises par les firmes internationales étrangères
7227;BORDERIE Q., DELAHAYE J., DESACHY Q., GRAVIER J., PINHEDE A., 2014;Synthèses Archéologiques Urbaines : un projet en cours
7228;GRASLAND C., GIRAUD T., SEVERO M., 2012;Un capteur géomédiatique d’événements internationaux 
7229;YSEBAERT R., LAMBERT N., GENSEL J., LE RUBRUS B., GRASLAND C., VILLANOVA-OLIVIER M., PLUMEJEAUD C., 2012;HyperAtlas, un outils scientifique au service du débat politique. Application à la politique de cohésion de l'Union Européenne
7230;DIDELON-LOISEAU C., GRASLAND C., 2014;Internal and external perceptions of Europe / EU in the world through mental map 
7231;GRASLAND C., 2014;40 ans de commerce, miroir des inégalités mondiales 
7232;GRASLAND C., SEVERO M., 2014;Qu’est-ce qu’un événement mondial ?
7233;GUERRERO D., GRASLAND C., DUCRUET C., 2015;Explaining trade flows with shipping-based distance
7234;BERNARDIE TAHIR, N., SCHMOLL C., 2015;Malte
7235;FRANCOIS JC, BOULARAN Z., CIESIELSKI H., MATHIAN H., SANDERS L., 2015;Mobilité géographique et réussite au Brevet des collèges dans l'agglomération parisienne
7236;FRANCOIS JC, MATHIAN H., SANDERS L., WALDECK R., BULLE N., PHAN D., 2014; Modélisation par SMA de la structuration sociale de l'espace scolaire: une ontologie intégrée mais non réductrice de plusieurs points de vue méthodologiques
7237;GRANDITS H., HIRSCHHAUSEN B. von, KRAFT C.. MÜLLER D., SERRIER T., 2015;Phantomgrenzen in Östlichen Europa. Eine wissenschaftliche Positionierung
7238;LIVET P., SANDERS L., 2014;Le test ontologique : un outil de médiation pour la modélisation agent   
7239;LOUAIL T., PUMAIN D., 2014;Interaction d’ontologies informatique et géographique pour simuler les dynamiques multiscalaires
7240;MATHIAN H., RODIER X., SANDERS L., 2014;Système ville et système de villes : modèles dynamiques en archéologie et en géographie 
7241;PÉREZ INDAVEREA M.-A., VILA-VÁZQUEZ J.-I., 2014;Analysing a Spatial Pattern of Innovative and Brand Architecture in European Cities: Clustering and Diffusion of Media and Signature Projects ?
7242;PETSIMERIS P., VILA VÁZQUEZ, J.-I., CAPUTO, M.-L., 2013;Territorial Dissimilarities in Poverty and Exclusion
7243;PLEVRIS K., 2014;Uneven Development Spatial Representations. Spatial Planning in Southeastern Europe as Shaped by Supranational Formations
7244;PUMAIN D., 2013;Preface
7245;PUMAIN D., 2014;Le modèle pour reconstruire une géographie théorique
7246;PUMAIN D., 2015;Le contexte en sciences sociales et dans les modèles de simulation en géographie
7247;PUMAIN D., 2015;La dynamique des villes. Analyses savantes et pratiques d’acteurs
7248;PUMAIN D., 2013;Métropoles en réseau : des interdépendances illimitées
7249;PUMAIN D., ROBIC M.-C., ROESSLER M., 2013;Géographes, de l’exception à l’innovation
7250;QUEVA C., 2015;De l’espace à faible densité à l’espace diffus : essai de définition 
7251;SCHMOLL C., 2015;Controlling irregular migration. Policy options and unwanted consequences
7252;SINNO M., 2015;Les investissements du Golfe dans l'immobilier au Caire depuis 2011 : des vecteurs d'influence qui s'inscrivent dans l'économie globale et locale
7253;TABBITA J., 2015;Déficit habitacional, distribución territorial del Plan Federal de Construcción de Viviendas y selección de beneficiarios en el Conurbano Bonaerense (2004-2013). ¿Existe equidad en el acceso al programa?
7254;VACCHIANI-MARCUZZO C., 2013;Du côté des inégalités urbaines dans les Suds: regards croisés entre Brésil et Afrique du Sud
7255;VACCHIANI-MARCUZZO C., PAULUS F., 2015;Knowledge industry and competitiveness: Economic trajectories of French Cities since the 1960s
7256;VALLEE J., COMMENGES H., PERCHOUX C., KESTENS Y., CHAIX B. , 2015;Mobilité quotidienne et accès potentiel aux ressources urbaines en Île-de-France : quelles inégalités sociales ?
7257;VILA-VÁZQUEZ J.-I., 2014;Viability of Flagship Projects as Models of Urban Regeneration: The Representation of Space through the Discourse of the Actors
7258;HIRSCHHAUSEN B. von, 2015;Phantomgrenzen zwischen Erfahrungsraum und Erwartungshorizont. Konzeptionelle Reflexionen an einem empirischen Beispiel
7259;ALBECKER M.-F., 2015;Recycling Paris' and New York's first suburbs : globalization, social change and public policies 
7260;ALBECKER M.-F., 2014;Decline, globalization and urban policies in Paris’ and New York’s first suburbs 
7261;AVELINE-DUBACH N., 2015;The boom in China’s property market, a comparaison with the Japanese ‘land bubble’ from the perspective of the developmental state 
7262;BARLES S., 2015;Le métabolisme urbain : un enjeu majeur pour les villes
7263;BARLES S., 2014;table ronde Ville, agriculture et territoire 
7264;BARLES S., 2014;Économie circulaire ?
7265;DUPUY G., 2014;Peut-on imaginer des villes avec moins de voitures : la fin de la dépendance automobile ? 
7266;DUPUY G., 2015;Transport, urbanisme, aménagement : l'apport des fractales
7267;DUPUY G., 2014;La dépendance automobile : nouvelles tendances
7268;DUPUY G., 2015;Le génie urbain
7269;DUPUY G., 2015;Les réseaux à l'épreuve du développement durable
7270;DUPUY G., 2013;L'aide à la décision par la recherche : analyses, outils, prospective. Le temps du bilan
7271;DUPUY G., 2013; L'urbanisme des réseaux, un quart de siècle après 
7272;FOL S., GALLEZ C., 2014;Social inequalities in urban access : from mobility to acessibility policies
7273;FOL S., MULLIGAN H., 2014;Co-chair de la session, Cities as strategic places and players in a globalized world?
7274;GIMAT M., 2015;The Means and Ends of the Restructuring of French Social Housing Organisations
7275;GIMAT M., 2015;Mobiliser l’approche régulationniste pour rendre compte des mutations de la production du logement social
7276;GIMAT M., 2014;Privatisation, résidualisation, marchandisation. Un point sur les notions utilisées pour parler des mutations du logement social en France
7277;GIMAT M., 2013;Les organismes de logement social du point de vue de l’économie sociale et solidaire
7278;LEHEC E., 2015;La transition énergétique au prisme des techniques de gestion urbaine et de leurs acteurs : comment articuler grands réseaux infrastructurels et dispositifs de « proximité » ? Le cas de la gestion des biodéchets des ménages
7279;LEHEC E., THEBAULT E., 2015;Concevoir et fabriquer une méthodologie de recherche pour saisir le renouvellement de la fabrique technique de la ville eau et déchets, la remise en cause de deux réseaux techniques
7280;GIMAT M., FROUILLOU L., PERSYN N., RAAD L., 2014;Comment enseigner la dimension spatiale des rapports sociaux ? Discussion autour des pratiques pédagogiques en géographie, en sociologie et en aménagement
7281;SANTAMARIA F., ELISSALDE B., JEANNE P., 2014;La politique de cohésion de l'Union européenne : une institutionnalisation par le discours
7282;BESSE J.-M., 2015;A propos d’une forme de l’inscription de l’auteur dans la cartographie ancienne (XVIe-XVIIIe siècle) : portraits et autoportraits
7283;BESSE J.-M., 2014;Words and images of space in sixteenth-century treatises of geography
7284;BESSE J.-M., 2014;La notion de géographicité et l’écriture de l’histoire de la géographie 
7285;BESSE J.-M., 2014;Philosophie et histoire de la géographie : objets et méthodes
7286;BESSE J.-M., 2014;Géographie psychique. Notes sur le sentiment de l’espace
7287;BESSE J.-M., 2014;La géographie d’Eric Dardel. Présentation de l’édition espagnole de L’Homme et la terre
7288;BESSE J.-M., 2013;Cartographie, guerre, pouvoir
7289;BESSE J.-M., COUZINET M.-D., 2013;Atlas et création du monde : la méditation cosmographique de Mercator
7290;BESSE J.-M., 2013;La terre vue du ciel. Méditations cosmographiques à la Renaissance 
7291;DEPREST F., 2014;Les circulations méditerranéennes de Jean Brunhes (1894-1900) et l'enjeu colonial de l'irrigation dans les régions arides
7294;LEININGER-FREZAL C., 2014;Enseigner la géographie des conflits quelle place au politique ?
7295;LEININGER-FREZAL C., CARRE C., 2014;La géographie scolaire : d’un tournant actoriel à l’autre 
7296;OLMEDO E., 2015;De la carte à la cartographie. Processus et médiations cartographiques autour du sensible et de l’espace vécu
7297;OLMEDO E., 2015;Parcours augmentés, un atelier collaboratif réalisé à partir d’expérimentations autour de la gare de la ville de Saint Dié-des-Vosges
7298;OLMEDO E., 2012;Femmes de Marrakech. Pour une cartographie émotionnelle des récits des femmes de Sidi Youssef Ben Ali, Marrakech, Maroc
7299;ORAIN O., ROBIC M.-C., 2014;La géographie au Collège de France (milieu XIXe-milieu XXe siècle), ou les aléas d’une inscription disciplinaire
7300;ORAIN O., 2014;Les années 68 de la géographie française
7301;ORAIN O., 2014;Claude Raffestin, une revisite dans le prisme de l'écologie humaine
7302;ORAIN O., 2015;Est-il possible d'écrire l'histoire d'un auteur contemporain ?
7303;PALSKY G., 2013;L’ Atlas de Finlande (1899), les contours d’un nouveau modèle d’atlas national
7304;PALSKY G., 2013;The 1899 Atlas de Finlande. A Model in Questions
7305;PALSKY G., 2014;Atlas et raison statistique en France, 1874-1906
7306;PALSKY G., 2014;Les enjeux et les perspectives de la cartographie en sciences       humaines face au numérique
7307;PALSKY G., 2015;Construire les connaissances par la représentation graphique. L'exemple de la carte en géographie
7308;PALSKY G., 2015;Le complexe allemand de la cartographie française. Réflexions sur la production d'atlas en France au XIXe siècle
7309;PALSKY G., 2015;The philosopher’s map: cartography, Earth theory and spirit of Enlightenment
7310;PALSKY G., 2015;Itinéraires de la foi et provinces du savoir. Une analyse topologique des cartes allégoriques
7311;PICHON M., 2015;Former aux métiers de la ville : le rôle des géographes dans la mise en place de formations en aménagement et urbanisme (1970-1990)
7312;ROBIC M.-C., 2013;La preuve de quoi, la preuve pour qui ?
7313;ROBIC M.-C., 2015;De la région au territoire: la région dans l'histoire de la géographie française 
